gtin;ndFreeOfAlcohol;gln;regulatedProdName;functionalName;labelDescription;TradeItemDescr;ingredient_informatie
8,71048E+12;TRUE;8,71048E+12;Biscuit bestrooid met kaneelsuiker;Biscuit;Bolletje Kanelly;BOLLETJE Biscuit Kanelly 175GR;Ingrediënten: TARWEBLOEM, suiker, plantaardige oliën (palm, raap), invertsuikerstroop, kaneel, glucosestroop, rijsmiddelen (E500, E450), zout, aroma (bevat MELK), magere MELKPOEDER. Kan sporen bevatten van andere glutenbevattende granen, eieren, soja, noten en sesamzaad.
5,00016E+12;TRUE;8,71055E+12;Gaviscon Duo suspensie;Maagzuurremmend middel;;Gaviscon Suspensie 150 ml Fles;
8,71057E+12;TRUE;8,71057E+12;;Cigarillo;Pockets Sunset Filter -18;POCKETS SUNSET FILTER -18 Doos;
8,71063E+12;TRUE;8,71063E+12;Pornstar Martini Cocktail Zero;Cocktail Zero;DE KUYPER ZERO PORNSTAR MARTINI 200 ml;DE KUYPER ZERO PORNSTAR MARTINI 200 ml;INGREDIENTEN: Water, invertsuiker, passievruchtsap uit concentraat (2%), limoensap uit concentraat, natuurlijk aroma, zuurteregelaar (E330), stabilisator (E440, E405), kleurstof (E160e).
8,71063E+12;TRUE;8,71063E+12;Strawberry Daiquiri cocktail Zero;Cocktail Zero;DE KUYPER ZERO STRAWBERRY DAIQUIRI 200 ml;DE KUYPER ZERO STRAWBERRY DAIQUIRI 200 ml;INGREDIENTEN: Water, invertsuiker, limoensap uit concentraat, aardbeisap uit concentraat (1%), natuurlijk aroma, zuurteregelaar (E330), stabilisator (E440), kleurend concentraat (zwarte wortel).
5,00011E+12;TRUE;8,71064E+12;Frisdrank op basis van getrokken groene thee,met citrussmaak, met suikers en zoetstof.;Ijsthee Green Tea;Fuze tea Green Tea;Fuze tea Green Tea Pet 0.4L 1x;"Ingrediënten: Getrokkengroene thee 94% (water, geconcentreerde groene thee? infusie); suiker; voedingszuren:citroenzuur, natriumcitraat; citroensap uit concentraat (1%); natuurlijkecitrusaroma's met andere natuurlijke aroma's; antioxidant: ascorbinezuur;zoetstof: steviolglycosiden.?RainforestAlliance Gecertificeerd™??VérifiéRainforest Alliance™??RainforestAlliance Certified™?"
5,449E+12;TRUE;8,71064E+12;Frisdrank met mangosmaak, met groene thee- en kamille-extracten en met suiker en zoetstof.;Ijsthee Green Tea Mango Chamomile;Fuze Tea Green Tea Mango Chamomile;Fuze tea Green Tea Mango Chamomile GTB 1.5L 1x;"Ingrediënten: Water, suiker, mangosap uit concentraat (1%), voedingszuren: citroenzuur, natriumcitraat, thee-extracten (0.14%), antioxidant: ascorbinezuur, natuurlijke aroma's, zoetstof: steviolglycosiden, kamille-extract
"
5,449E+12;TRUE;8,71064E+12;Frisdrank op basis van getrokken zwarte thee, met perziksap, met thee- en hibiscussmaak, met suiker en zoetstof.;Ijsthee Black tea Peach Hibiscus;Fuze Tea Black tea Peach Hibiscus;Fuze Tea Black tea Peach Hibiscus GTB 1.5L 1x;Ingrediënten: Getrokken zwarte thee 91% (water, geconcentreerde zwarte thee* infusie), perziksap uit concentraat (5%), suiker, voedingszuren: citroenzuur, natriumcitraat, appelzuur, natuurlijk perzikaroma, natuurlijke aroma's, antioxidant: ascorbinezuur, hibiscusextract, zoetstof: steviolglycosiden, *Rainforest Alliance Certified??
5,449E+12;TRUE;8,71064E+12;Frisdrank met groene thee-extracten en citrussmaak, met suikers en zoetstof.;Ijsthee Green Tea;Fuze Tea Green Tea;Fuze tea Green Tea GTB 1.5L 1x;"Ingrediënten: Water; suiker; fructose;voedingszuren: citroenzuur, natriumcitraat; groene thee-extracten (0.14%); citroensapuit concentraat (1%); natuurlijke citrusaroma's met andere natuurlijke aroma's;antioxidant: ascorbinezuur; zoetstof: steviolglycosiden."
3,60054E+12;TRUE;8,71068E+12;;Haar Zorg;Garnier Loving Blends - Argan & Cameliaolie - Haarmasker 300 ml - Dof, droog haar;Garnier Loving Blends - Argan & Cameliaolie - Haarmasker 300 ml - Dof, droog haar;
8,71891E+12;TRUE;8,71072E+12;Mayo  met 2,1% truffel;Truffel Mayonaise;AH Mayo truffel;Truffel Mayonaise 220ml;"Ingrediënten: raapolie, water, vrije-uitloopeigeel, suiker, champignon, zwarte zomertruffel, zwarte olijf, aroma’s (selderij), zout, specerijen (o.a. mosterd), azijn, voedingszuur (citroenzuur [E330]), verdikkingsmiddel (xanthaangom [E415]), conserveermiddel (kaliumsorbaat [E202]), kleurstof (caroteen [E160a]), extra vierge olijfolie, antioxidant (calciumdinatrium-EDTA [E385]).
Waarvan toegevoegde suikers 2.8g per 100 gram en waarvan toegevoegd zout 0.81g per 100 gram."
80766872;TRUE;8,7108E+12;Kauwgum met zoetstoffen, fruitsmaak.;Kauwgum;MTS Gum PF Bubble Fresh pot 50p;MENTOS GUM Pure Fresh Bubble Fresh Kauwgum 100 GR Pot;Ingrediënten: zoetstoffen (xylitol, sorbitol, mannitol, maltitolstroop, maltitol, aspartaam, acesulfaam-K, sucralose), gombasis, maltodextrine, aroma's, zetmeel, voedingszuur (appelzuur), stabilisator (glycerol), emulgatoren (SOJALECITHINE, sucrose-esters van vetzuren), verdikkingsmiddelen (cellulosegom, arabische gom), groene thee extract (0,1%), antioxidant (E321), glansmiddel (carnaubawas), kleurstof (karmijn).
80858003;TRUE;8,7108E+12;Kauwgum met zoetstoffen, aardbeiensmaak.;Kauwgum;MTS Gum PF Strawberry pot 50p;Mentos Kauwgum Sugar Free Aarbeiensmaak 100 g Pot/Bus;Ingrediënten: Zoetstoffen (xylitol, sorbitol, maltitolstroop, mannitol, aspartaam, acesulfaam-K), gombasis, zetmeel, voedingszuren (appelzuur, wijnsteenzuur, citroenzuur), maltodextrine, stabilisator (glycerol), aroma's, kokosvet, emulgatoren (sucrose-esters van vetzuren, SOJALECITHINE), aardbeiensappoeder (0,2%)*, verdikkingsmiddel (cellulosegom), groene thee extract (0,1%), glansmiddel (carnaubawas), antioxidant (E321), kleurstof (karmijn), *Komt overeen met 3% vruchtensap. 
80874669;TRUE;8,7108E+12;Kauwgum met zoetstoffen, kersensmaak.;Kauwgum;MTS Gum PF Cherry btl 50p;Mentos Kauwgum Sugar Free Kersensmaak 100 g Bus;Ingrediënten: zoetstoffen (xylitol, sorbitol, maltitolstroop, mannitol, aspartaam, acesulfaam-K, sucralose), gombasis, maltodextrine, zetmeel, voedingszuren (appelzuur, citroenzuur, wijnsteenzuur), aroma's, stabilisator (glycerol), kokosvet, kersensappoeder (0,4%), emulgatoren (SOJALECITHINE, sucrose-esters van vetzuren), groene thee extract (0,1%), verdikkingsmiddel (cellulosegom), glansmiddel (carnaubawas), antioxidant (E321), kleurstoffen (karmijn, briljantblauw FCF). *Komt overeen met 3% vruchtensap.
8,71083E+12;TRUE;8,71083E+12;bonen koffie;Koffiebonen;SEGAFREDO SELEZIONE Koffiebonen ORGANICA 500 gram;SEGAFREDO SELEZIONE Koffiebonen ORGANICA 500 gram;Ingrediënten: koffie
5,02199E+12;TRUE;8,71086E+12;Gearomatiseerde biologische groene thee met venkel, brandnetel en vlierbloesem;Thee Green Detox ;Clipper Detox Organic green tea;Clipper Org. Functional GreenDetox 20st;Ingrediënten: groene thee*, venkelzaad* (11%), brandnetel* (11%), paardenbloemwortel*, vlierbloesem* (8%), limoenschil*, natuurlijk limoenaroma (2,5%), natuurlijk sinaasappelaroma (1,5%), *Ingrediënt van biologische teelt. Fairtrade groene thee & venkelzaad mogelijk vermengd met niet-gecertificeerde groene thee & venkelzaad op basis van het mass balance principe, totaal 64%. www.info.fairtrade.net/sourcing
4,00824E+12;TRUE;8,7113E+12;Aanvullend diervoeder voor katten;Snack;Cat Stick zalm MSC 6 stuks;Cat Stick zalm MSC 6 st;
5,00029E+12;TRUE;8,7113E+12;Alcoholvrije drank gemaakt  met gedistilleerde plantaardige ingrediënten, vermengd met tonic en een vleugje limoen;Ready To Drink;Gordon's Gordon's Alc Free & Tonic Lime 250 milliliter;Gordon's Alc Free & Tonic Lime 250 milliliter;Ingrediënten: koolzuurhoudend water, suiker, natuurlijke smaakstoffen (bevatten kinine), fructose, zuren: citroenzuur, appelzuur, zuurteregelaar: trinatriumcitraat
8,71158E+12;TRUE;8,71158E+12;;Matrasopfrisser;HG matrasopfrisser 500ml;HG matrasopfrisser 500ml fles;bevat o.a.: parfums
8,71158E+12;TRUE;8,71158E+12;;Tegen stinkende vaatwassers;HG tegen stinkende vaatwassers 500gr;HG tegen stinkende vaatwassers 500gr fles;"bevat o.a.:
parfum: citral, citronellol, gerianol"
8,71158E+12;TRUE;8,71158E+12;;Fruitvliegjesval;HG X fruitvliegjesval 20ml;HG X fruitvliegjesval 20ml;azijnzuur <10%
8,71158E+12;TRUE;8,71158E+12;;Tegen stinkende wasmachines;HG tegen stinkende wasmachines 550 gr;HG tegen stinkende wasmachines 550 gr fles;"bevat o.a.:
Zuurstofbleekmiddelen >30%
Parfum"
8,71158E+12;TRUE;8,71158E+12;;Haarontstopper;HG haarontstopper 450ml;HG haarontstopper 450 ml doos;"bevat o.a.:
anionogene oppervlakteactieve stoffen, chloorbleekmiddelen < 5%"
8,7116E+12;TRUE;8,7116E+12;Voedingssupplement. Kruidenpreparaat;Famosan Salvia Tabletten;;A.Vogel Famosan Salvia Overgang Sterk 25 Tabletten Doos;"Ingrediënten: Plantenextract: echte salie (Salvia officinalis) 12%; vulstof (cellulose); verstevigingsmiddel (vernet cellulosegom, silliciumdioxide); emulgator (sucrosevetzuurester); glansmiddel (mono- en diglyceriden van vetzuren)."
8,71045E+12;TRUE;8,7117E+12;;SHOWER FOAM;Dove   200 ML;Dove Shower Foam Argan Oil 200ml 6x;
8,71045E+12;TRUE;8,7117E+12;Douchemousse.;SHOWER FOAM;Dove   200 ML;Dove Shower Foam Rose Oil 200ml 6x;
8,71052E+12;TRUE;8,7117E+12;;cif-disinfect-shine-multipurpose-sp;Cif  HHC SPRAY 500 ML;Cif Disinfect Sh Allesreiniger 500ml 6x;
8,7112E+12;TRUE;8,7117E+12;Pindakaas pot extra crunchy;Pindakaas;Calvé Pindakaas Pot Extra Crunchy 350 g;CALVE PEANUT BUT XCRNY 12X350G JAR Aldi;"Ingrediënten: PINDA 85%, plantaardige olie (raapzaad, soja, volledig geharde palm), zout

Kan melk, gluten bevatten
"
8,7141E+12;TRUE;8,7117E+12;Honing Mosterdsaus;Mosterd;Calve Honing Mosterd Saus 250 ml;Calv? Saus Honing Mosterd 250ml 6x;"Ingrediënten: Water, mosterd 28% (water, MOSTERDZAAD, azijn, zout, aroma, specerijen), raapzaadolie, suiker, azijn (bevat GERST), gemodificeerd maïszetmeel, honing 2%, EIGEEL (scharrel), zout, dille 0,2%, aroma, kleurstof E160a
"
8,72018E+12;TRUE;8,7117E+12;;Deodorant Spuitbus;Dove  Deodorant Spuitbus 150 ML;Dove Aero Go Fresh Acai 150ml 6x;
8,72018E+12;TRUE;8,7117E+12;;robijn-vlb-color-pink-sensation-1l-;Robijn  Vloeibaar Wasmiddel 1 L;Robijn SC PinkSensation 1L 20sc 6x;
8,72018E+12;TRUE;8,7117E+12;;robijn-vlb-stralend-wit-1000ml-20-s;Robijn  Vloeibaar Wasmiddel 1 L;Robijn SC StralendWit 1L 20sc 6x;
8,72018E+12;TRUE;8,7117E+12;;Vloeibaar Wasmiddel;Robijn  Vloeibaar Wasmiddel 1 L;Robijn SC Color 1L 20sc 6x;
8,72018E+12;TRUE;8,7117E+12;Pittige chilisaus;Saus;Calvé SAMOURAI Saus 250 ML;Calve Saus Samourai 250ml 8x;Ingrediënten Water, sojaolie, azijn, gemodificeerd maïszetmeel, sambal oelek 3% (rode chilipeper, water, zout, azijn, gemodificeerd zetmeel), suiker, EIGEEL (scharrel), tomatenpuree, mosterd 1,5% (water, MOSTERDZAAD, azijn, zout, aroma, specerijen), zout, rode paprika, knoflook, gistextract, rode chilipeper 0,2%, paprika-extract.
8,72018E+12;TRUE;8,7117E+12;BBQ saus;Dressing;Calvé BBQ Dressing 250 ML;Calve Saus Original BBQ 250ml 8x;Ingrediënten Water, suiker, witte wijnazijn, tomatenpuree 9%, melasse, gemodificeerd maïszetmeel, zout, worcestersaus (water, glucosestroop, suiker, moutazijn (GERST), zout, aroma, uienextract, ANSJOVIS, geconcentreerd citroensap, specerijen, kruiden, zonnebloemolie, knoflookpoeder), zonnebloemolie, specerijen (uienpoeder 0,2%, knoflookpoeder), rookaroma, MOSTERDMEEL, gerookte uienpoeder 0,1% (uienpoeder, rook), verdikkingsmiddel E415, conserveermiddel E200, aroma.
8,72018E+12;TRUE;8,7117E+12;;SKIN WIPES;Zwitsal   900 PC;Zwitsal Wipes Nonfrag 75st Multi 1x12;
5,41169E+12;TRUE;8,71242E+12;Belgisch alcoholvrij fruitbier.;alcoholvrij bier;Liefmans;Liefmans Fruitesse alcoholvrij bier 4x250ml;Ingrediënten: water, 15% vruchten (kriek, framboos, bosbes, vlierbes, aardbei), GERSTEMOUT, vloeibare suiker, fructose-glucosestroop, aroma, zwarte wortelconcentraat, voedingszuur: citroenzuur, zoetstoffen: acesulfaam-k en sucralose, hop, antioxidant: ascorbinezuur.
4,00169E+12;TRUE;8,71242E+12;FRUITGOM MET KERSENSMAAK;Fruitgom;Haribo Happy Cherries F!zz 200 g;Happy Cherries F!zz 200 g Zak;Ingrediënten: Glucosestroop, suiker, zetmeel, gelatine, voedingszuren: citroenzuur, appelzuur, vruchten- en plantenconcentraten: rammenas, zoete aardappel, wortel, saffloer, zwarte bes, hibiscus, spirulina, zuurteregelaars: tricalciumcitraat, natriumwaterstofmalaat, aroma, glansmiddel: carnaubawas, invertsuikerstroop
7,63002E+12;TRUE;8,71242E+12;Interdentale rubberen tandenstoker.;Stoker;GUM Soft-Picks Original Medium 50 stuks;GUM Soft-Picks Original Medium 50 stuks;
7,63002E+12;TRUE;8,71242E+12;Interdentale rubberen tandenstoker.;Stoker;GUM Soft-Picks Original Large 50 stuks;GUM Soft-Picks Original Large 50 stuks;
5,00021E+12;TRUE;8,71242E+12;Bier, Guinness Alcoholvrij;Bier;Guinness 0,0 blik;Guinness Draught 0.0 blik 44cl.;Ingrediënten : water, mout, GERST, geroosterde gerst, fructose, hop en natuurlijke smaakstoffen
8,71999E+12;TRUE;8,71242E+12;Bier, 0,00% Wit;Bier;Lowlander 0,00% Wit;Lowlander 0,00 Wit;water, GERSTEMOUT, hop, gist
8,71999E+12;TRUE;8,71242E+12;Bier, 0,00% Wit;Bier;Lowlander 0,00% Wit blik GEKOELD;Lowlander 0,00 Wit blik 33cl. gekoeld;GERSTEMOUT
8,00247E+12;TRUE;8,71242E+12;Extra Vergine olijfolie van de Eerste Persing;Olijfolie;Bertolli Olio di Oliva Extra Vergine Originale Bio;Bertolli olijfolie Bio Olio di Oliva Extra Vergine Originale 500 ml;Ingrediënten: olijfolie
8,00247E+12;TRUE;8,71242E+12;Extra olijfolie van de eerste persing. Rechtstreeks uit olijven en op mechanische wijze verkregen olijfolie van superieure kwaliteit.;Olijfolie;Carapelli Olio Extra Vergine di Oliva;Carapelli Oro Verde Olio Extra Vergine di Oliva 750 ml.;Ingrediënten : olijfolie
8,00247E+12;TRUE;8,71242E+12;Extra olijfolie van de eerste persing. Rechtstreeks uit olijven en op mechanische wijze verkregen olijfolie van superieure kwaliteit.;Olijfolie;Carapelli Olio Extra Vergine di Oliva;Carapelli BIO Olio Extra Vergine di Oliva 750 ml.;Ingrediënten : olijfolie
8,04179E+12;TRUE;8,71242E+12;Olijfolie bestaande uit geraffineerde olijfoliën en olijfoliën van de eerste persing;Olijfolie;Bertolli Olio di Oliva Classico;Bertolli olijfolie Olio di Oliva Classico 1000 ml;Ingrediënten: olijfolie bestaande uit geraffineerde olijfolie en olijfolie van de eerste persing
8,04179E+12;TRUE;8,71242E+12;Olijfolie bestaande uit geraffineerde olijfoliën en olijfoliën van de eerste persing;Olijfolie;Bertolli Olio di Oliva Classico;Bertolli olijfolie Olio di Oliva Classico 500 ml;Ingrediënten: olijfolie bestaande uit geraffineerde olijfolie en olijfolie van de eerste persing
8,04179E+12;TRUE;8,71242E+12;Olijfolie bestaande uit geraffineerde olijfoliën en olijfoliën van de eerste persing;Olijfolie;Bertolli Olio di Oliva Classico;Bertolli olijfolie Olio Di Oliva Classico 250 ml;Ingrediënten: olijfolie bestaande uit geraffineerde olijfolie en olijfolie van de eerste persing
8,04179E+12;TRUE;8,71242E+12;Extra Vergine olijfolie van de Eerste Persing;Olijfolie;Bertolli Olio di Oliva Extra Vergine Originale;Bertolli olijfolie Olio di Oliva Extra Vergine Originale 1000 ml;Ingrediënten: olijfolie
8,04179E+12;TRUE;8,71242E+12;Extra Vergine olijfolie van de Eerste Persing;Olijfolie;Bertolli Olio di Oliva Extra Vergine Originale;Bertolli olijfolie Olio di Oliva Extra Vergine Originale 500 ml;Ingrediënten: olijfolie
9,31149E+12;TRUE;8,71242E+12;Diet Gemberbier (zonder alcohol);Diet Gemberbier (zonder alcohol);Bundaberg Diet Ginger Beer 375 ml;Bundaberg Diet Ginger Beer 375 ml;koolzuurhoudend water, gemberwortel (1,4%), rietsuiker, natuurlijke smaakstoffen, gist, voedingszuren (citroenzuur, appelzuur), conserveermiddel (E211), zoetstoffen (aspartaam, acesulfaam-K, sucralose) (E951, E950, E955), antioxidant (ascorbinezuur), stabilisator (guarpitmeel) (E412). BEVAT EEN BRON VAN FENYLALANINE. bevat 1,2% suiker van gisting.
8,71891E+12;TRUE;8,71247E+12;Winegums met zoetstoffen DIT PRODUCT BEVAT VAN NATURE AANWEZIGE SUIKERS met zoetstoffen;Suikerwerk;AH winegums suikervrij;AH Winegums sv veggie 100g;"Ingrediënten: zoetstof (maltitol [E965], steviolglycosiden [E960]), gemodificeerd zetmeel (aardappel, tapioca), voedingszuur (melkzuur [E270], citroenzuur [E330]), water, kokosolie, kleurend concentraat (saffloer, radijs, wortel, appel, zwarte bes), natuurlijk aroma, glansmiddel (carnaubawas [E903]).
Waarvan toegevoegde suikers 0.0g per 100 gram en waarvan toegevoegd zout 0.0g per 100 gram"
8,71891E+12;TRUE;8,71247E+12;Salmiakdrop met zoetstoffen DIT PRODUCT BEVAT VAN NATURE AANWEZIGE SUIKERS met zoetstoffen;Suikerwerk;AH Knoopjesdrop suikervrij;AH Salmiak drop sv veggie 120g;"Ingrediënten: zoetstof (maltitol [E965], erytritol [E968], steviolglycosiden [E960]), gemodificeerd aardappelzetmeel, zoethoutwortelextract, 3% salmiakzout, aardappeleiwit, gehydrolyseerd erwteneiwit, kokosolie, natuurlijk aroma, kleurstof (plantaardige koolstof [E153]), glansmiddel (carnaubawas [E903]).
Waarvan toegevoegde suikers 0.00g per 100 gram en waarvan toegevoegd zout 0.00g per 100 gram"
8,71891E+12;TRUE;8,71247E+12;Zachte gummies met fruitsmaak en zoetstoffen DIT PRODUCT BEVAT VAN NATURE AANWEZIGE SUIKERS met zoetstoffen;Suikerwerk;AH Gummies met fruitsmaak  Suikervrij;AH Fruitgums sv veggie 120g;"Ingrediënten: zoetstof (maltitol [E965], erytritol [E968], steviolglycosiden [E960]), gemodificeerd aardappelzetmeel, voedingszuur (citroenzuur [E330]), aardappeleiwit, water, gehydrolyseerd erwteneiwit, kokosolie, kleurend concentraat (saffloer, radijs, wortel, zwarte bes), natuurlijke aroma's, glansmiddel (carnaubawas [E903]).
Waarvan toegevoegde suikers 0.0g per 100 gram en waarvan toegevoegd zout 0.0g per 100 gram"
4,00823E+12;TRUE;8,71259E+12;;Douchefoam;Douche foam Morning Kiss 200 ML;Kneipp Douchefoam Morning Kiss 200 ML fles;
4,00823E+12;TRUE;8,71259E+12;Crème Douche;Crème Douche;Crème Douche Silky Secret 200 ml;Kneipp Douche Silky Secret 200 ML fles;
8,41011E+12;TRUE;8,71425E+12;Wine;JE - Juice;Sangre de Toro Red 0,0%;Torres Sangre De Toro 0.0 Red;Contains sulfites
8,41011E+12;TRUE;8,71425E+12;Wine;JE - Juice;Sangre de Toro White 0,0%;Torres Sangre De Toro 0.0 White;Contains sulfites
8,7104E+12;TRUE;8,71425E+12;Gedroogde vijgen;DF - Dried Fruit;AH Gedroogde vijgen;Ah Vijgen 250 gram;"Ingrediënten: 90% vijg, water, conserveermiddel (kaliumsorbaat [E202]).
Waarvan toegevoegde suikers 0.00g per 100 gram en waarvan toegevoegd zout 0.00g per 100 gram"
8,7104E+12;TRUE;8,71425E+12;Balsamicoazijn uit Modena;OIL - Oil and Vinegar;AH Balsamico Azijn uit Modena 250 ml;Balsamico Vinegar of Modena;"Ingrediënten: Wijnazijn *(sulfiet), druivenmost *(sulfiet), kleurstof (E150d), antioxidant [E224 *(sulfiet)]

Allergie-informatie: bevat sulfiet."
8,7148E+12;TRUE;8,7148E+12;Alcoholvrij witbier.;MALT;Premium wit alcoholvrij bier;BAVARIA 0.0%WIT MALT BLIK 33CL;"Ingrediënten: natuurlijk mineraalwater,
TARWEMOUT, GERSTEMOUT, hop, acacia extract"
8,7148E+12;TRUE;8,7148E+12;Alcoholvrij witbier.;MALT;Premium wit alcoholvrij bier;BAVARIA 0.0%WIT MALT PACK 6X33CL;"Ingrediënten: natuurlijk mineraalwater, TARWEMOUT, GERSTEMOUT, hopextract, natuurlijk aroma.
 "
8,7148E+12;TRUE;8,7148E+12;Alcoholvrij bier.;MALT;0.0% bier;BAVARIA 0.0ORG.MALT PACK 6X33CL;Ingrediënten: natuurlijk mineraalwater, GERSTEMOUT, hop, natuurlijke aroma’s, hopextract
8,7148E+12;TRUE;8,7148E+12;Alcoholvrij bier.;MALT;0.0% bier;BAVARIA 0.0ORG.MALT BLIK 33CL;Ingrediënten: natuurlijk mineraalwater, GERSTEMOUT, hop, natuurlijke aroma’s, hopextract
8,7148E+12;TRUE;8,7148E+12;Alcoholvrij bier met rode vruchtensmaak.;MALT;Fruity Rosé. Framboos & Kersen;BAVARIA 0.0FRUITY MALT PACK 6X33CL;Ingrediënten: natuurlijk mineraalwater, suiker, TARWEMOUT, GERSTEMOUT, vruchtensappen uit concentraat 0.35% (waarvan 14.5% framboos, 34% kers, 14.5% bosbes, 37% vlierbes), voedingszuur: citroenzuur, natuurlijke aroma’s, hopextract.
8,7148E+12;TRUE;8,7148E+12;Alcoholvrij bier met rode vruchtensmaak.;MALT;Fruity Rosé. Framboos & Kersen;BAVARIA 0.0FRUITY MALT BLIK 33CL;"Ingrediënten: natuurlijk mineraalwater, suiker, TARWEMOUT, GERSTEMOUT, vruchtensappen uit concentraat 0.35% (waarvan 14,5% framboos, 34% kers, 14.5% bosbes, 37% vlierbes ), voedingszuur: citroenzuur, natuurlijke aroma?s, hopextract.
"
8,7148E+12;TRUE;8,7148E+12;Alcoholvrij bier.;MALT;Premium Original alcoholvrij bier.;BAVARIA 0.0% ORIGINAL FLES 30CL;Ingrediënten: natuurlijk mineraalwater, GERSTEMOUT, hop, natuurlijke aroma's
8,7148E+12;TRUE;8,7148E+12;Alcoholvrij bier.;MALT;Premium Original alcoholvrij bier.;BAVARIA 0.0% ORIGINAL PACK 6X30CL;Ingrediënten: natuurlijk mineraalwater, GERSTEMOUT, hop, natuurlijke aroma’s, hopextract
8,7148E+12;TRUE;8,7148E+12;Alcoholvrij bier.;MALT;Bavaria 0.0% IPA;BAVARIA 0.0%IPA MALT FLES 30CL;"Ingrediënten: natuurlijk mineraalwater, GERSTEMOUT, hop.
"
8,7148E+12;TRUE;8,7148E+12;Alcoholvrij bier.;MALT;Bavaria 0.0% IPA;BAVARIA 0.0%IPA MALT PACK 6X30CL;Ingrediënten: natuurlijk mineraalwater, GERSTEMOUT, hop, hopextract
8,7148E+12;TRUE;8,7148E+12;Alcoholvrij bier;BIER;0.0% bier;BAVARIA 0.0% ORIGINAL BLIK 50CL;Ingrediënten: natuurlijk mineraalwater, GERSTEMOUT, hop, natuurlijke aroma’s, hopextract.
8,7148E+12;TRUE;8,7148E+12;Alcoholvrij bier;BIER;0.0% bier;BAVARIA 0.0% ORIGINAL SW-PACK 4X50;Ingrediënten: natuurlijk mineraalwater, GERSTEMOUT, hop, natuurlijke aroma’s, hopextract.
8,7148E+12;TRUE;8,7148E+12;Alcoholvrije moutdrank met gember-limoensmaak;MALT;0.0% Ginger Lime;BAVARIA 0.0% GINGER LIME SW-PACK 6X33CL;"Ingrediënten: natuurlijk mineraalwater, suiker,
TARWEMOUT, GERSTEMOUT,
voedingszuur (melkzuur), natuurlijk
gemberaroma, natuurlijk limoenaroma, andere
natuurlijke aroma’s, kleurstof (karamel),
hopextract."
8,7148E+12;TRUE;8,7148E+12;Alcoholvrije moutdrank met gember-limoensmaak;MALT;0.0% Ginger Lime;BAVARIA 0.0% GINGER LIME BLIK 33CL;"Ingrediënten: natuurlijk mineraalwater, suiker,
TARWEMOUT, GERSTEMOUT,
voedingszuur (melkzuur), natuurlijk
gemberaroma, natuurlijk limoenaroma, andere
natuurlijke aroma’s, kleurstof (karamel),
hopextract."
8,7148E+12;TRUE;8,7148E+12;Alcoholvrij bier met limonade;MALT.;Malt;LANDERBRAU RADLER 0.0 BLIK 50CL.;"Ingrediënten: koolzuurhoudend water, suiker,
2,3% citroensap (uit concentraat),
GERSTEMOUT, hopextract, sinaasappelsap
(uit concentraat), natuurlijke aroma's."
8,71891E+12;TRUE;8,7148E+12;Koolzuurhoudende frisdrank met sinaasappelsap uit concentraat  met suiker en zoetstoffen;FRIS;AH Sinas Regular;AH ORANGE FRIS BLIK 15CL;"Ingrediënten: koolzuurhoudend water, 8% sinaasappelsap uit concentraat, suiker, voedingszuur (citroenzuur [E330], appelzuur [E296]), antioxidant (ascorbinezuur [E300]), natuurlijk sinaasappelaroma, natuurlijk aroma, wortelsapconcentraat, stabilisator (guarpitmeel [E412]), kleurstof (caroteen [E160a]), zuurteregelaar (natriumcitraat [E331]), zoetstof (acesulfaam-k [E950], aspartaam [E951]), conserveermiddel (kaliumsorbaat [E202]).
Waarvan toegevoegde suikers 6.9g per 100 gram en waarvan toegevoegd zout 0g per 100 gram."
8,71891E+12;TRUE;8,7148E+12;Koolzuurhoudende frisdrank met sinaasappelsap uit concentraat  met suiker en zoetstoffen;FRIS;AH Sinas Regular;AH ORANGE FRIS SW-PACK 6X15CL;"Ingrediënten: koolzuurhoudend water, 8% sinaasappelsap uit concentraat, suiker, voedingszuur (citroenzuur [E330], appelzuur [E296]), antioxidant (ascorbinezuur [E300]), natuurlijk sinaasappelaroma, natuurlijk aroma, wortelsapconcentraat, stabilisator (guarpitmeel [E412]), kleurstof (caroteen [E160a]), zuurteregelaar (natriumcitraat [E331]), zoetstof (acesulfaam-k [E950], aspartaam [E951]), conserveermiddel (kaliumsorbaat [E202]).
Waarvan toegevoegde suikers 6.9g per 100 gram en waarvan toegevoegd zout 0g per 100 gram."
8,71891E+12;TRUE;8,7148E+12;Koolzuurhoudende frisdrank met colasmaak;FRIS;AH Cola Regular;AH COLA REGULAR FRIS BLIK 33CL;"Ingrediënten: koolzuurhoudend water, suiker, kleurstof (sulfiet-ammoniakkaramel [E150d]), aroma (cafeïne), natuurlijk aroma, voedingszuur (fosforzuur [E338]), stabilisator (arabische gom [E414]).
Waarvan toegevoegde suikers 9.7g per 100 gram en waarvan toegevoegd zout 0g per 100 gram."
8,71891E+12;TRUE;8,7148E+12;Koolzuurhoudende frisdrank met colasmaak;FRIS;AH Cola Regular;AH COLA REGULAR FRIS SW-PACK 6X33CL;"Ingrediënten: koolzuurhoudend water, suiker, kleurstof (sulfiet-ammoniakkaramel [E150d]), aroma (cafeïne), natuurlijk aroma, voedingszuur (fosforzuur [E338]), stabilisator (arabische gom [E414]).
Waarvan toegevoegde suikers 9.7g per 100 gram en waarvan toegevoegd zout 0g per 100 gram."
