gtin;ndFreeOfAlcohol;gln;regulatedProdName;functionalName;labelDescription;TradeItemDescr;ingredient_informatie
5,41023E+12;FALSE;5,41023E+12;BIER;Pilsbier;Stella Artois Belgium Premium Lager Beer Fles 25 cl;STEL ART RET0.25L CRA;"Ingrediënten: Water, GERSTEMOUT , maïs, hop
"
5,41023E+12;FALSE;5,41023E+12;BIER.;Pilsbier;Stella Artois Premium Lager Beer Blik 33 cl;STEL ART CAN 0.33L TRA IC;"Ingrediënten: Water, GERSTEMOUT, maïs, hop
"
5,41023E+12;FALSE;5,41023E+12;BIER;Fruit beer;Belle-Vue Gueuze Lambic Fles 25 cl;B-VUE GUEU RET 0.25L CRA TILO;"Ingrediënten: Water, GERSTEMOUT, TARWE, suiker, hop, aroma's, sinaasappelschil, koriander
"
5,41023E+12;FALSE;5,41023E+12;BIER;Special beers;Julius Strong Blond Belgian Beer Fles 33 cl;HOEG JULI RET0.33L CRA;"Ingrediënten: Water, GERSTEMOUT, glucosesiroop, hop, gist
"
5,41023E+12;FALSE;5,41023E+12;BIER;Pilsbier;Jupiler Belgische Pils Fles 33 cl;JUP RET 3X8 0.33L CRA TILO;"Ingrediënten: Water, GERSTEMOUT, maïs, hop
"
5,41023E+12;FALSE;5,41023E+12;Bier;Pilsbier;Jupiler Blond Bier Krat 24 x 33 cl;JUP RET 24 0.33L CRA;Ingrediënten: Water, GERSTMOUT, maïs, hop
5,41023E+12;FALSE;5,41023E+12;BIER;Speciaalbieren;Leffe Belgisch Bier Rituel 9° Fles 750 ml;LEFF RITU 9° OW 6 0.75L;Ingrediënten: Water, GERSTEMOUT, maïs, GERST, hop
5,41023E+12;FALSE;5,41023E+12;BELGISCH BIER;Speciaalbieren;Leffe Bruin Belgisch Abdijbier Blik 50 cl;LEFF BRUN CAN 0.5L TRA;"Ingrediënten: Water, GERSTEMOUT, maïs, GERST, suiker, hop
"
5,41023E+12;FALSE;5,41023E+12;Bier;Speciaalbieren;Leffe Bruin Belgisch Abdijbier Blikken 4 x 50 cl;LEFF BRUN CAN 6X4 0.5L TRA;"Ingrediënten: Water, GERSTEMOUT, maïs, GERST, suiker, hop

Bevat gerstemout."
5,41023E+12;FALSE;5,41023E+12;Bier;Pilsbier;Jupiler Red Blikken 8 x 50 cl;JUP CAN 3X8 0.5L TRA NP;"Ingrediënten: Water, GERSTEMOUT, maïs, hop
"
5,41023E+12;FALSE;5,41023E+12;BIER;Pilsbier;Jupiler Belgische Pils Blik 50 cl;JUP CAN 0.5L TRA RIBBED;"Ingrediënten: Water, GERSTEMOUT, maïs, hop
"
5,41023E+12;FALSE;5,41023E+12;nl: Bier;Pilsbier;JUP CAN 0.5L TRA RIBBED;JUP CAN 6X4 0.5L TRA RIBBED;Ingrediënten: Water,GERSTEMOUT,mais,hop
5,41023E+12;FALSE;5,41023E+12;Witbier met citroensap en limoensap van natuurlijke origine. Met suiker en zoetstof.;Radler;Hoegaarden Citrus Witbier Flessen 6 x 25 cl;HOEG RAD LEM RET 4X6 0.25L;Ingrediënten: Water, GERSTEMOUT, TARWE, suiker, koriander, sinaasappelschil, hop, geconcentreerde sappen van citroen (0,5%) en limoen (0,5%), natuurlijke aroma's, appelextract, voedingszuur: citroenzuur, zoetstof: acesulfaam-K, koolzuur
5,41023E+12;FALSE;5,41023E+12;Witbier met citroensap en limoensap van natuurlijke origine. Met suiker en zoetstoffen.;Radler;Hoegaarden Citrus Fles 25 cl;HOEG RAD LEM RET 0.25L;Ingrediënten: Water, GERSTEMOUT, TARWE, suiker, koriander, sinaasappelschil, hop, geconcentreerde sappen van citroen (0,5%) en limoen (0,5%), natuurlijke aroma's, appelextract, voedingszuur: citroenzuur, zoetstof: acesulfaam-K, koolzuur
5,41023E+12;FALSE;5,41023E+12;Bier. Witbier met frambozen. Met suiker en zoetstoffen.;Fruitbier;Hoegaarden Rosée Witbier Blik 33 cl;HOEG ROSEE CAN 0.33L;"Ingrediënten: Water, GERSTEMOUT, TARWE, minimaal 1,2% geconcentreerd vruchtensap (waarvan 48% frambozen), suiker, voedingszuur: citroenzuur, frambozenaroma, hop, kruiden (koriander en sinaasappelschil), zoetstof: acesulfaam-K
"
5,41023E+12;FALSE;5,41023E+12;Witbier met frambozen. Met suiker en zoetstof.;Fruitbier;Hoegaarden Rosée Belgisch Witbier Blikken 4 x 33 cl;HOEG ROSEE CAN 6X4 0.33L;Ingrediënten: Water, GERSTEMOUT, TARWE, minimaal 1,2% geconcentreerd vruchtensap (waarvan 48% frambozen), suiker, voedingszuur: citroenzuur, frambozenaroma, hop, kruiden (koriander en sinaasappelschil), zoetstof: acesulfaam-K
5,41023E+12;FALSE;5,41023E+12;BIER MET MOJITO AROMA'S. MET ZOETSTOF.;Speers;Cubanisto Beer with Mojito Smaak Flessen 3 x 33 cl;CUBA MOJI OW 6X3 0.33L PAC;"Ingrediënten: Water, GERSTEMOUT, maïs, natuurlijke aroma's van limoen (0,01%), citroen en munt (0,13%), rum (0,01%), hop extract, voedingszuur: citroenzuur, zoetstof: acesulfaam K
"
5,41023E+12;FALSE;5,41023E+12;nl: Bier;Bier Pils minder calorieën;Jupiler Pure Blonde bier fles 6x25cl;JUP PURE BLON RET 4x6 0.25L BSK CRA TILO;Bevat Water, Gerstemout, Maïs, Suiker, Hop, Hop extract
5,41023E+12;FALSE;5,41023E+12;nl: Bier;Speciaalbieren;LEFF MIX RET 0.33L BSK;LEFF MIX RET 4X6 0.33L BSK CRA MEDAL;"Bevat GERSTEMOUT
 
Leffe Tripel: Bevat GERSTEMOUT en TARWE. Gearomatiseerd met kruiden."
5,41023E+12;FALSE;5,41023E+12;nl: Bier;Pilsbier;Stella Artois Blond Bier 50cl;STEL ART CAN 0.5 BE LU;Bevat GERSTEMOUT
5,41023E+12;FALSE;5,41023E+12;nl: Bier;Pilsbier;STEL ART CAN 0.5 BE LU;STEL ART CAN 4X6 0.5 BE LU;Bevat GERSTEMOUT
5,41023E+12;FALSE;5,41023E+12;BIER.;Pilsbier;Stella Artois Premium Lager Beer Blikken 12 x 33 cl;STEL ART CAN 2X12 0.33L SHR TRA;"Ingrediënten: Water, GERSTEMOUT, maïs, hop
"
5,41023E+12;FALSE;5,41023E+12;BIER;Pilsbier;Stella Artois Premium Lager Beer Fles 25 cl;STEL ART RET 25CL TILO TRA GR;"Ingrediënten: Water, GERSTEMOUT, maïs, hop
"
5,41023E+12;FALSE;5,41023E+12;BIER;Pilsbier;Stella Artois Premium Lager Beer Flessen 6 x 25 cl;STEL ART RET 4X6X25CL TILO TRA GR;"Ingrediënten: Water, GERSTEMOUT, maïs, hop
"
5,41023E+12;FALSE;5,41023E+12;nl:Pils bier;Pilsbier;Stella Artois Blond Bier 225 CL 23+1 gratis;STEL ART RET 24 25CL CRA COVER N;Bevat GERSTEMOUT
5,41023E+12;FALSE;5,41023E+12;nl: Bier;Pilsbier;;JUP CAN 0.355L;Bevat Water, Gerstemout, Mais, Hop
5,41023E+12;FALSE;5,41023E+12;nl: Bier;Pilsbier;Jupiler can 355cl;JUP CAN 2X12 0.355L TRA 2020;Water, GERSTEMOUT, mais, hop
5,41023E+12;FALSE;5,41023E+12;Bier;Pilsbier;Jupiler Belgische Pils Blikken 6 x 25 cl;"JUP PILS CAN 4x6 25CL SLEEK	";"Ingrediënten: Water, GERSTEMOUT, maïs, hop
"
5,41023E+12;FALSE;5,41023E+12;BIER;Speciaalbieren;Victoria Strong Blond Belgian Beer Flessen 4 x 33 cl;VICT RET 6X4 0.33L CRA CLI;"Ingrediënten: Water, GERSTEMOUT, rijst, suiker, hop, gist
"
8,71891E+12;FALSE;8,71047E+12;Maaltijd met 31% gemarineerde. gekookte pasta. kabeljauwfilet. courgette. spinazie en 12% mascarpone-paprikasaus;Maaltijdgemak;AH Stoommaaltijd Mediterraanse Penne Kabeljauw Mascarpone-paprikasaus;AH STM kabeljauw mediterraan 450gr schaal;"Ingrediënten: groente (7,6% rode paprika, 6,7% courgette, 6,7% prei, 6,7% spinazie, 6,7% cherrytomaat), 22% kabeljauw, water, durumtarwegriesmeel, melk, zongedroogde tomaat, gedroogde tomaat, 1,7% mascarpone, tomatenpulp, plantaardige olie (zonnebloem, olijf), tomatensap, zout, kruiden, citroenschil, wittewijnazijn, specerijen, knoflook, gemodificeerd maïszetmeel, dextrose, natuurlijk aroma, tomatenpoeder, zuursel, voedingszuur (citroenzuur [E330]), extract (witte wijn, rozemarijn, paprika), suiker, stremsel, zwarte olijf.
Waarvan toegevoegde suikers 0.01g per 100 gram en waarvan toegevoegd zout 0.50g per 100 gram"
8,7104E+12;FALSE;8,71053E+12;Visfond;Visfond;AH visfond;AH Visfond 380 ml Bus;"Ingrediënten: water, 1,5% kabeljauwextract, maltodextrine, plantaardige olie (raap, zonnebloem), 0,4% sherry, zout, concentraat (ui, 0,1% mossel, wortel, selderij, prei), gistextract, natuurlijk aroma, verdikkingsmiddel (xanthaangom [E415]), gekaramelliseerde suiker, emulgator (mono- en diglyceriden van vetzuren [E471]), glucose, kruidenolie, specerijenolie.
Waarvan toegevoegde suikers 1.1g per 100 milliliter en waarvan toegevoegd zout 0.38g per 100 milliliter"
8,7104E+12;FALSE;8,71053E+12;Rund- en wildfond;Fond;ah wild fond Met hert en rund;AH fond wild 380mlt;Ingrediënten: water, varkensgelatine, 1% rundvlees, maltodextrine, zout, glucose, gistextract, 0,2% hertenvlees, 0,1% eendenvlees, 0,1% rode wijn, champignon, extract (specerijen, kruiden), eendenvet, zonnebloemolie, uipoeder, suiker, maïszetmeel, natuurlijk aroma, eekhoorntjesbrood.
3,05994E+12;FALSE;8,71055E+12;;Ontharingscrème;Veet Ontharingscreme Minima Pure 100milliliter;Veet Ontharingscrème Gevoelige Huid Lichaam en Benen 100 ml Doos;Ingrediënten: Aqua, cetearyl alcohol, paraffinum liquidum, potassium thioglycolate, calcium hydroxide, ceteareth-20, talc, glycerin, parfum, polyethylene, sodium gluconate, aloe barbadensis leaf juice, hexyl cinnamal, linalool, citric acid, potassium sorbate, sodium benzoate
8,71057E+12;FALSE;8,71057E+12;Advocaat Sprits;Koeken;Gulden Krakeling Advocaat sprits 175gr;Gulden Krakeling Advocaat sprits 175gr;Ingrediënten: suiker, plantaardige oliën en vetten (palm [gedeeltelijk gehard], kokos,raap,zonnebloem), TARWEbloem, cacaopoeder, LACTOSE, zout, kleurstoffen (E160a,E160b), advocaat aroma, emulgatoren (SOJA-lecithine,E471), TARWEzetmeel, conserveermiddel (E202), WEIpoeder (MELK), voedingszuur (citroenzuur), natuurlijke vanille aroma, fructose, glucose, vitamine (D3,A), rijsmiddel (E500), stabilisator (E492), alcohol, BOTERaroma (MELK), antioxidanten (E304,E307). Kan sporen van noten en ei bevatten.
8,71891E+12;FALSE;8,71059E+12;Waspoeder kleur;Waspoeder kleur;AH Waspoeder kleur;AH waspoeder kleur zak 2.025 kg;AH Waspoeder kleur bevat o.a. de volgendeIngrediënten: Zeolieten >30%.Anionogene oppervlakteactieve stoffen 5%-15%. Niet-ionogene oppervlakteactieve stoffen, Polycarboxylaten, Fosfonaten <5%.Enzymen, Parfums (BUTYLPHENYL METHYLPROPIONAL, CITRONELLOL, BENZYL ALCOHOL, LIMONENE, BENZYL SALICYLATE, HYDROXYISOHEXYL 3-CYCLOHEXENE CARBOXALDEHYDE).
8,71827E+12;FALSE;8,71059E+12;Salade met romaine sla. een gekookte ei. gegrilde kipreepjes . gebakken spekjes. een cupje caesardressing (30 g). een zakje croutons (20 g) en een cupje Regato kaas (15 g);Lunchsalade;AH Lunch salade Kip Caesar;AH Lunchsalade Kip caesar 225 g;"Ingrediënten: 44% romaine sla, 25% scharrelei, 24% kippenvlees, 5% varkensvlees, water, zout, maïszetmeel, dextrose, glucosestroop, azijn, voedingszuur (citroenzuur), antioxidant (E301), rook, conserveermiddel (E250). Caesardressing: water, plantaardige olie (raap, zonnebloem), 3% witte wijn, kaaspoeder, zout, citroensapconcentraat, suiker, glucosestroop, gemodificeerd maïszetmeel, azijn, knoflook, specerijen (o.a. mosterd), aroma’s (melk), kruiden, voedingszuur (azijnzuur, citroenzuur), scharreleigeel, conserveermiddel (E202, E211), verdikkingsmiddel (guarpitmeel), stabilisator (xanthaangom, E339), gehydrolyseerd plantaardig eiwit (soja, maïs), dieetzout (ammoniumchloride), knoflookextract, natuurlijk aroma. Croutons: tarwebloem, palmolie, zout, gist. Regato kaas: melk, zout, stremsel, zuursel.
Waarvan toegevoegde suikers 0.5g per 100 gram"
8,71891E+12;FALSE;8,71059E+12;Maaltijdsalade met romainesla. komkommer. 15% cocktaildressing. Hollandse garnalen en radijs;Maaltijdsalade;Ah Maaltijdsalade Hollandse garnalen Cocktaildressing;AH Maaltijdsalade Hollandse garnalen 400 g;"Ingrediënten: groente (19% romainesla, 15% komkommer, 9,2% radijs, 9,2% gele wortel, 9,2% gele paprika, 6,9% knolselderij), 12% garnaal, water, kruiden (peterselie, bieslook), raapolie, suiker, azijn, tomatenpuree, zout, 0,5% sherry, gemodificeerd aardappelzetmeel, scharreleigeel, specerijen (o.a. mosterd), conserveermiddel (benzoëzuur [E210]), voedingszuur (citroenzuur [E330], melkzuur [E270]), verdikkingsmiddel (xanthaangom [E415]), natuurlijk aroma, kleurstof (ammoniakkaramel [E150c]).
Waarvan toegevoegde suikers 1.1g per 100 gram en waarvan toegevoegd zout 0.52g per 100 gram"
8,71891E+12;FALSE;8,71059E+12;Stamppot met 41% aardappelpuree. 40% zuurkool met 0.8% witte wijn. rookworst en 8.1% mascarponesaus met 1.6% mascarpone;Verse stamppot;AH Stamppot zuurkool;AH Verse Stamppot Zuurkool 615 g;"Ingrediënten: 38% witte kool, 32% aardappel, 11% varkensvlees?, room?, water, room, zout, witte wijn, voedingszuur (ascorbinezuur [E300], kaliumlactaat [E326], citroenzuur [E330], melkzuur [E270]), gemodificeerd aardappelzetmeel, specerijen, suiker, tarwebloem, aardappelzetmeel, peperextract, gistextract, dextrose, stabilisator (trifosfaat [E451]), natuurlijk rookaroma, varkensdarm, conserveermiddel (natriumnitriet [E250]), verdikkingsmiddel (xanthaangom [E415]). ?Beter Leven keurmerk 1 ster. ?Beter Leven keurmerk 3 sterren. 
Waarvan toegevoegde suikers 0.2g per 100 gram en waarvan toegevoegd zout 1.02g per 100 gram"
8,71891E+12;FALSE;8,71059E+12;Pokébowl met 22% in bietensap gekookte sushirijst. 11% zalm tataki. 11% sojaboon. 10% mango en 8.9% zoetzure radijs;Maaltijdsalade;AH Allerhande Keuken Salad Bowl Poké Zalm Tataki;AH Allerhande keuken salade poké zalm 450 g;Ingrediënten: sushirijst in bietensap [51% rode bietensap [rode biet, antioxidant (ascorbinezuur [E300])], 34% sushirijst, sushi-azijn [58% zoete rijstwijn [glucosestroop, water, suiker, sake, azijn, alcohol, voedingszuur (appelzuur [E296], l(+)-wijnsteenzuur [E334]), zout], rijstazijn], limoenschil, raapolie], spinazie, zalm tataki [96% zalm, raapolie, zout, peper], sojaboon, 11% sesam-sojadressing [zoetzuur [water, azijn, suiker, zout], raapolie, ketjap [sojasaus [water, sojaboon, tarwe, zout, azijn, alcohol, suiker], suiker, specerijen], 7,4% sesamzaad, 3,7% sojasaus [water, sojaboon, tarwe, zout, azijn, alcohol, suiker], gember, limoenschil, sriracha [jalapeño, water, suiker, zout, knoflook, azijn, verdikkingsmiddel (xanthaangom [E415]), tabasco-pepersaus [azijn, rode peper, zout]], verdikkingsmiddel (xanthaangom [E415])], mango, komkommer, zoetzure radijs [radijs, zoetzuur [water, azijn, suiker, zout]], sesamzaad.
8,71891E+12;FALSE;8,71059E+12;Salade met 11% satédressing. 11% atjar. 11% sperziebonen en 2.3% seroendeng;Maaltijdsalade;AH Allerhande keuken Vega Salad Bowl Gado Gado;AH Allerhande keuken salade gado gado 440 g;"Ingrediënten: 16% kokosrijst [40% kokosmelk [kokosextract, water, stabilisator (xanthaangom [E415], guarpitmeel [E412])], 25% bloemkool, 18% wilde rijst, water, limoenschil, zout], satédressing [water, 28% pinda, ketjap [sojasaus [water, sojaboon, tarwe, zout, azijn, alcohol, suiker], suiker, specerijen], gembersiroop [suiker, water, gember aroma, conserveermiddel (natriumbenzoaat [E211])], limoensap, citroengraspuree [citroengras, water, zonnebloemolie, zout, stabilisator (guarpitmeel [E412], xanthaangom [E415]), zuurteregelaar (
natriumsulfaat [E514]), antioxidant (ascorbinezuur [E300]), conserveermiddel (kaliumsorbaat [E202])], sambal [rode peper, zout, zuurteregelaar (azijnzuur [E260]), conserveermiddel (natriumbenzoaat [E211])], korianderzaad, knoflook, komijn, zout], taugé, sperzieboon, atjar [witte kool, wortel, zoetzuur [water, azijn, suiker, zout], kurkuma], 11% rode kool zoetzuur [rodekool, zoetzuur [water, azijn, suiker, zout]], scharrelei [scharrelei, water, zout, voedingszuur (citroenzuur [E330], natriumcitraat [E331]), conserveermiddel (azijnzuur [E260])], jonge bladsla, komkommer, seroendeng [45% pinda, 41% kokos, basterdsuiker [suiker, invertsuikerstroop, kleurstof (ammoniakkaramel [E150c])], paprikapoeder, kruiden en specerijen, zout, knoflookpoeder]."
8,71891E+12;FALSE;8,71059E+12;Maaltijd met 33% gekookte gele rijst. 31% rundvlees in ketjapsaus. 6.7% taugé en 3.3% seroendeng;Maaltijd;AH Allerhande keuken Indische runderstoof;AH Allerhande keuken Indische runderstoof 450 g;Ingrediënten: gele rijst [96% gekookte rijst [water, basmatirijst], raapolie, rode peper, 0,2% kurkuma], rundvlees in ketjapsaus [39% rundvlees [95% rundvlees, tarwezetmeel, zout, peper], 39% ketjap [sojasaus [water, sojaboon, tarwe, zout, azijn, alcohol, suiker], suiker, specerijen], kokosmelk [kokosextract, water, stabilisator (xanthaangom [E415], guarpitmeel [E412], carrageen [E407])], witte ui, sambal [rode peper, zout, zuurteregelaar (azijnzuur [E260]), conserveermiddel (natriumbenzoaat [E211])], water, maïszetmeel, gember, raapolie], broccoli, taugé, paarse spitskool, chinese kool, snijboon, bosui, seroendeng [45% pinda, 41% kokos, basterdsuiker [suiker, invertsuikerstroop, kleurstof (ammoniakkaramel [E150c])], paprikapoeder, kruiden en specerijen, zout, knoflookpoeder].
8,71891E+12;FALSE;8,71059E+12;Gekookte wijnzuurkool;Zuurkool;AH Wijnzuurkool gekookt;AH Gekookte wijnzuurkool 260 g;"Ingrediënten: 89% witte kool, 4% witte wijn, koolzaadolie, suiker, zout, antioxidant (ascorbinezuur [E300]), specerijen, laurier.
Waarvan toegevoegde suikers 2.0g per 100 gram en waarvan toegevoegd zout 1.36g per 100 gram"
8,71891E+12;FALSE;8,71059E+12;Gekookte wijnzuurkool;Zuurkool;AH Wijnzuurkool gekookt;AH Gekookte wijnzuurkool 520 g;"Ingrediënten: 89% witte kool, 4% witte wijn, koolzaadolie, suiker, zout, antioxidant (ascorbinezuur [E300]), specerijen, laurier.
Waarvan toegevoegde suikers 2.0g per 100 gram en waarvan toegevoegd zout 1.36g per 100 gram"
8,71891E+12;FALSE;8,71059E+12;Maaltijd met 43% stoofvlees. 43% gekookte pappardelle. gegrilde paprika en 4.4% grana padano;Maaltijd;AH Allerhande keuken Maaltijd Italiaans stoofvlees;AH Allerhande keuken Pappardelle ragu 460 g;Ingrediënten: stoofvlees [37% stoofvlees [95% rundvlees, tarwezetmeel, zout, peper], 30% tomatenblokjes [tomaat, zuurteregelaar (citroenzuur [E330])], raapolie, rode wijn, bleekselderij, witte ui, wortel, knoflook, rode peper, rozemarijn, tijm, zout], gekookte pappardelle [water, pappardelle [tarwe, water, scharrelei], raapolie, zout], 4,4% gegrilde rode paprika [rode paprika, raapolie, zout], 4,4% gegrilde gele paprika [gele paprika, raapolie, zout], Grana Padano [rauwe melk, zout, stremsel, conserveermiddel (ei-lysozym [E1105])].
8,71891E+12;FALSE;8,71059E+12;Salade met 19% gemarineerde gekookte noodles. 12% sesam-misodressing. 7.1% gemarineerde kastanjechampignons en 0.5% togarashi;Saladbowl;Ultra vers Salad bowl Japanse noodles;AH Allerhande keuken Saladbowl Japanse noodles 420 g;Ingrediënten: gemarineerde noodles [gekookte noodles [water, noodles [tarwebloem, water, ei, zout], raapolie], knoflook-pepermarinade [raapolie, 5.9% knoflook, 5.9% rode peper, zout], zout], sesam-misodressing [raapolie, zoetzuur [water, azijn, suiker, zout], 8.6% misopasta [sojaboon, water, rijst, zout, alcohol], sesamolie [sojaolie, sesamolie], sojasaus [water, sojaboon, tarwe, zout, azijn, alcohol, suiker], 2.9% sesamzaad, 2.1% sesampasta, gember, sriracha [jalapeñopeper, water, suiker, zout, knoflook, azijn, verdikkingsmiddel (xanthaangom [E415]), tabasco pepersaus [azijn, rode peper, zout]]], 9.5% scharrelei in sojasaus [scharrelei [scharrelei, water, zout, voedingszuur (citroenzuur [E330], natriumcitraat [E331]), conserveermiddel (azijnzuur [E260])], sojasaus [water, sojaboon, tarwe, zout, azijn, alcohol, suiker]], gemarineerde broccoli [broccoli, raapolie, knoflook, zout, rode peper], paarse spitskool zoetzuur [paarse spitskool, zoetzuur [water, azijn, suiker, zout]], taugé, gemarineerde kastanjechampignon [kastanjechampignon, sojasaus [water, sojaboon, tarwe, zout, azijn, alcohol, suiker], raapolie], red chard, radijs, radicchio, sojaboon, bosui, togarashi [chilipeper, sinaasappelschil, zwart sesamzaad, zeewier, wit sesamzaad, Japanse peper, gember].
8,71891E+12;FALSE;8,71059E+12;Maaltijd met 45% aardappel-bonenpuree. 27% langzaam gegaard. gemarineerd varkensvlees. 27% spitskoolsalade. 48% barbecuesaus en 1.1% bosui;Maaltijd;AH Ultra vers maaltijd Louisiana Pulled Pork;AH Allerhande keuken Maaltijd Louisiana pulled pork 445 g;Ingrediënten: aardappel-bonenpuree [70% aardappel, 14% witte boon, volle melk, extra vierge olijfolie, zout, peper], spitskoolsalade [52% paarse spitskool, wortel, rode ui, gele rozijn [rozijn, zonnebloemolie, conserveermiddel (zwaveldioxide [E220 (sulfiet)])], raapolie, peterselie, zout, gerookte paprikapoeder, kurkuma], gemarineerde pulled pork [48% pulled pork [97% varkensvlees, specerijen, zout, suiker, conserveermiddel (natriumnitriet [E250])], 48% barbecuesaus [appelazijn [appelcider, azijn, antioxidant (kaliumdisulfiet [E224])], honing, rode ui, suiker, mosterd [water, mosterdzaad, azijn, zout, suiker, specerijen], raapolie, tomatenpuree [tomaat, zout], citroensap, sriracha [jalapeño, water, suiker, zout, knoflook, azijn, verdikkingsmiddel (xanthaangom [E415]), tabasco pepersaus [azijn, rode peper, zout]], sojasaus [water, sojaboon, tarwe, zout, azijn, alcohol, suiker], knoflook, gerookte paprikapoeder, komijn, nootmuskaat], rode ui], bosui.
8,71891E+12;FALSE;8,71059E+12;Maaltijdpakket met 74% paddenstoelenrisotto. 4.9% Grana Padano BOB* en 3.7% kruidenolie. *Beschermde oorsprongsbenaming;Maaltijd;Ah Culii Paddenstoelenrisotto;AH Culii hoofdgerecht paddenstoelenrisotto 815 g;Ingrediënten: paddenstoelenrisotto [gekookte risottorijst [water, risottorijst, zout], 27% kastanjechampignon, kookroom [room, gemodificeerd maïszetmeel, melkeiwit, karnemelkpoeder, stabilisator (verwerkt eucheuma-wier [E407a], cellulosegom [E466]), emulgator (mono- en diglyceriden van vetzuren [E471], mono- en diglyceriden van vetzuren, veresterd met melkzuur [E472b])], volle melk, ui, roomboter, geraspte kaas [kaas [melk, zout, zuursel, stremsel], aardappelzetmeel], 2,7% witte wijn, knoflook, zout, citroensap, peper, eekhoorntjesbroodpoeder], 11% kastanjechampignon, Grana Padano [rauwe melk, zout, stremsel, conserveermiddel (ei-lysozym [E1105])], kruidenolie [raapolie, 28% kruiden [kervel, dragon, bieslook, peterselie], zout], 3,7% bundelzwam, 2,5% rucola, 0,6% tijm.
8,71891E+12;FALSE;8,71059E+12;Maaltijdpakket met gemarineerde kippendijen. 29% gebakken rijst. 15% satésaus en 15% pittige zoetzure komkommersalade;Maaltijd;AH Culii Kippendijsaté;AH Culii hoofdgerecht kippendijsaté 1020 g;Ingrediënten: 29% kippendijsaté [87% kippendij, water, raapolie, specerijenextract, zout, voedingszuur (natriumacetaat [E262], citroenzuur [E330]), specerijen, antioxidant (natriumcitraat [E331]), groentepoeder [ui, champignon], rode chilipeper, natuurlijk aroma, kruiden, zonnebloemolie, maltodextrine, gemodificeerd maïszetmeel, geneutraliseerde azijn, conserveermiddel (kaliumsorbaat [E202])], nasi [75% witte rijst [water, rijst], ketjap [sojasaus [water, sojaboon, tarwe, zout, azijn, alcohol, suiker], suiker, specerijen], ui, raapolie, gember, bosui, knoflook, citroengraspuree [citroengras, water, zonnebloemolie, zout, stabilisator (guarpitmeel [E412], xanthaangom [E415]), zuurteregelaar (natriumsulfaat [E514]), antioxidant (ascorbinezuur [E300]), conserveermiddel (kaliumsorbaat [E202])], specerijen, rode chilipeper, zout], satésaus [water, 30% pinda, ketjap [sojasaus [water, sojaboon, tarwe, zout, azijn, alcohol, suiker], suiker, specerijen], suiker, gembersiroop [suiker, water, gemberaroma, conserveermiddel (natriumbenzoaat [E211])], limoensap, citroengraspuree [citroengras, water, zonnebloemolie, zout, stabilisator (guarpitmeel [E412], xanthaangom [E415]), zuurteregelaar (natriumsulfaat [E514]), antioxidant (ascorbinezuur [E300]), conserveermiddel (kaliumsorbaat [E202])], sambal [rode chilipeper, zout, zuurteregelaar (azijnzuur [E260]), conserveermiddel (natriumbenzoaat [E211])], knoflook, korianderzaad, komijnzaad, zout], pittige zoetzure komkommersalade [75% komkommer, rode paprika, 4,7% rode peper, 0,9% zoetzuur [azijn, water, suiker, zout]], 9,8% atjar [witte kool, wortel, zoetzuur [water, azijn, suiker, zout], kurkuma], 1% seroendeng [45% pinda, 41% kokos, gele basterdsuiker [suiker, invertsuikerstroop, kleurstof (karamel [E150a])], paprikapoeder, kruiden en specerijen, zout, knoflookpoeder], gebakken ui [ui, palmolie, tarwebloem, zout].
8,71891E+12;FALSE;8,71059E+12;Kookpakket voor het maken van een groente-rijstgerecht met wokgroente. 20% zilvervliesrijst. komkommer. 11% kruidenpasta en 0.7% sesammix met chilivlokken;Verspakket;AH Maaltijd Koreaanse bibimbap;AH Verspakket Koreaanse bibimbab 755 g;"Ingrediënten: groente (16% komkommer, 12% kastanjechampignon, 11% taugé, 9,9% witte kool, 9,3% wortel, 6,6% spinazie, 4,6% bosui), zilvervliesrijst, water, glucosestroop, puree (1,6% paprika, sojaboon), zout, sojaboon, sherry, 0,3% zwart sesamzaad, 0,3% wit sesamzaad, rijst, gemodificeerd maïszetmeel, 0,2% chilivlok, tarwe, citroensap, knoflook, rijstazijn, kojischimmelsporen, verdikkingsmiddel (guarpitmeel [E412]), stabilisator (xanthaangom [E415]).
Waarvan toegevoegde suikers 0.2g per 100 gram en waarvan toegevoegd zout 0.31g per 100 gram"
